Title (News Shots) ,ID,Date
ï»¿Eisai Signs a Research Agreement with Cerveau Technologies for its Novel Tau Imaging Agent,11635,25-03-2019
AstraZeneca's Forxiga (dapagliflozin) Receives EU's Approval for Type-1 Diabetes (T1D) in Adults,11644,25-03-2019
ï»¿BioLineRx Reports Engraftment Data of BL-8040 in P-III GENESIS Trial for Patients with Multiple Myeloma,11652,28-03-2019
ï»¿Chugai's Risdiplam Receives MHLW's Orphan Drug Designation for Spinal Muscular Atrophy (SMA),11657,28-03-2019
ï»¿Ono Pharmaceutical Signs a Multi-Year Collaboration with LifeArc and Cancer Research UK to Develop Immuno-Therapies for Cancer,11669,28-03-2019
ï»¿Apple Launches its Watch Series 4 Enabled with ECG App and Irregular Rhythm Notification in Europe and Hong Kong,11678,28-03-2019
ï»¿Johnson &amp; Johnson (J&amp;J) Vision Launches Acuvue Oasys with Transitions Light Intelligent Technology in the US,11689,28-03-2019
ï»¿Bayer Signs a Non-Exclusive Licensing Agreement with ProteoNic Biotechnology for its 2G UNic Technology,11708,29-03-2019
ï»¿Gilead and Galapagos' Report Results of Filgotinib in P-III FINCH 3 Trial for Moderate-To-Severe Active Rheumatoid Arthritis (RA),11716,29-03-2019
ï»¿AstraZeneca Signs a Worldwide Development and Commercialization Agreement with Daiichi Sankyo for $6.9B,11726,29-03-2019
ï»¿Mitsubishi Tanabe Pharma (MTPA) Collaborates with Massachusetts General Hospital (MGH) for ALS Biomarker Study,11741,29-03-2019
Takeda Signs a Multi-Target Agreement with StrideBio to Develop Gene Therapies for Neurological Disorders,11747,29-03-2019
ï»¿Bluebird Bio's Zynteglo Receives CHMP's Positive Opinion for Conditional Marketing for Patients with Transfusion-Dependent Î²-Thalassemia (TDT) without Î²0/Î²0 Genotype,11851,01-04-2019
ï»¿Novartis to Acquire IFM Tre for its Clinical and Preclinical Portfolio of NLRP3 Inhibitors for $1.5B,11913,01-04-2019
ï»¿Boehringer Ingelheim (BI) to Acquire ICD Therapeutics for its MacroDel Delivery Technology,11940,01-04-2019
ï»¿Roche Reports Result of Ipatasertib + Tecentriq (atezolizumab) in P-Ib Study for 1L Patients with Advanced Triple-Negative Breast Cancer (TNBC),11944,01-04-2019
ï»¿VistaGen Therapeutics Reports Positive Results of PH94B in P-III study for Social Anxiety Disorder (SAD),11956,02-04-2019
AveXis to Purchase Biologics Manufacturing Facility in Colorado,11968,02-04-2019
ï»¿Merck's Keytruda (pembrolizumab) + Chemotherapy Receive NMPA's (CFDA) Approval for 1L Metastatic Non-Squamous Non-Small Cell Lung Cancer (NSCLC),12006,02-04-2019
Novartis' Cosentyx (secukinumab) Receives NMPA's (CFDA) Approval for Patients with Plaque Psoriasis in Adults,12045,02-04-2019
Sangamo Therapeutics Signs an Option Agreement with Brammer Bio for its AAV Manufacturing Facility,12054,02-04-2019
Allergan and Molecular Partners Report Result of Abicipar pegol in P-III MAPLE Study for Neovascular Macular Degeneration (nAMD)ï»¿,12066,03-04-2019
ï»¿Astellas Signs a Research and License Agreement with Xencor for Bispecific Antibody Program in Oncology,12076,03-04-2019
ï»¿Encore Dermatology to Acquire US Commercialization Rights for Dr. Reddy's Three Dermatology Products,12088,03-04-2019
ï»¿Dermelix Collaborates with EspeRare to Co-develop and Commercialize DMX-101 for XLHED,12098,03-04-2019
ï»¿Channel Medsystems' Cerene Cryotherapy Device Receives FDA's Approval for Heavy Menstrual Bleeding,12104,03-04-2019
ï»¿Liquidia Reports Results of LIQ861 in P-III INSPIRE Trial in Patients with Pulmonary Arterial Hypertension (PAH),12117,04-04-2019
"ï»¿Fresenius Kabi's Idacio (adalimumab, biosimilar) Receives EU's Marketing Approval in Rheumatology, Gastroenterology and Dermatology",12124,04-04-2019
ï»¿Editas Medicine Signs a Research and Cross-Licensing Agreement with BlueRock Therapeutics for their Technologies,12132,04-04-2019
ï»¿Genmab and Janssen Biotech Report Initiation of P-III MMY3021 Study for Darzalex (daratumumab) in Multiple Myeloma,12145,04-04-2019
AstraZeneca and the US NIAID Report Results of Fasenra (benralizumab) in P-II Study for Hypereosinophilic Syndromes (HES),12171,04-04-2019
ï»¿Oncology Venture Signs an Exclusive Option Agreement to In-License Commercialization Rights for R-Pharm's Ixempra (ixabepilone) in EU,12176,05-04-2019
ï»¿Myriad Expands its Companion Diagnostic Collaboration with AstraZeneca and Merck,12184,05-04-2019
ï»¿Abbott Signs a Non-Exclusive License Agreement with Banyan Biomarkers for its Traumatic Brain Injury (TBI) Blood Biomarkers,12196,05-04-2019
ï»¿Roivant Launches Cytovant Sciences to Collaborates with Medigene for the Development of Cellular Therapies in Asia,12208,05-04-2019
ï»¿Amazon Launches Alexa's Health Services for Managing Health and Handling Patients Data,12216,05-04-2019
ï»¿Novartis' Kisqali + Aromatase Inhibitor Receive FDA's Breakthrough Therapy Designation for HR+/HER2- Advanced Breast Cancer,12227,03-01-2018
ï»¿Roche's Hemlibra Receives FDA's Breakthrough Therapy Designation for Hemophilia A without Factor VIII Inhibitors,12231,17-04-2018
Roche's Tecentriq + Avastin Receive FDA's Breakthrough Designation as 1L Treatment for Advanced or Metastatic Hepatocellular Carcinoma (HCC),12237,18-07-2018
Proteostasis' PTI-428 Receives FDA's Breakthrough Therapy Designation for Cystic Fibrosis (CF),12242,12-03-2018
Novartis' Promacta Receives FDA's Breakthrough Therapy Designation for Severe Aplastic Anemia (SAA),12248,04-01-2018
Seattle Genetics' Adcetris (brentuximab vedotin) Receives FDA's Breakthrough Designation for Frontline Peripheral T-Cell Lymphomasï»¿,12253,15-11-2018
ï»¿Compass Pathways' Psilocybin Therapy Receives FDA's Breakthrough Therapy Designation for Treatment-Resistant Depression,12259,23-10-2018
Sage Therapeutics' SAGE-217 Receives FDA's Breakthrough Designation for CNS Disorders,12264,07-02-2018
ï»¿Avita Medical Reports Results of RECELL System in Investigational Device Exemption (IDE) Compassionate Use and Continued Access Studies for Third-Degree Burns in Pediatric Patients,12352,08-04-2019
ï»¿Celgene and Acceleron Pharma Submit Biologics License Application (BLA) to the US FDA for Luspatercept,12378,08-04-2019
ï»¿Sanofi and Alnylam Exercise Research and Option Phase Collaboration for its 2014 Deal,12388,08-04-2019
Xoma Purchases Royalty Rights for Aronora's Five Preclinical and Clinical Hematology Candidates,12403,08-04-2019
"ï»¿Regeneron Collaborates with Alnylam to Discover, Develop and Commercialize RNAi Therapeutics for Ophthalmic and CNS Disorders",12423,09-04-2019
ViiV Healthcare's Dovato (dolutegravir/lamivudine) Receives FDA's Approval to Treat HIV-1 Infection in Adultsï»¿,12432,09-04-2019
ï»¿uniQure's AMT-130 Receives FDA's Fast Track Designation for Huntington's Disease,12443,09-04-2019
ï»¿Audentes Signs an Exclusive License Agreement with Nationwide Children's Hospital (NCH) for the Expansion of its AAV Technology and Pipeline,12454,09-04-2019
ï»¿BeiGene Signs a Worldwide Co-Development and Commercialization Agreement with BioAtla for BA3071 and Tislelizumab,12467,09-04-2019
Amgen's Evenity (romosozumab-aqqg) Receives FDA's Approval for Osteoporosis in Postmenopausal Women at High Risk for Fracture,12489,10-04-2019
ï»¿Xinhua Healthcare Signs an Exclusive License Agreement with ArcDia for its mariPOC Technology in China,12496,10-04-2019
ï»¿AstraZeneca and Merck's Lynparza (olaparib) Receive EU's Approval as a Monotherapy to Treat Germline BRCA-Mutated HER2-Negative Advanced Breast Cancer,12506,10-04-2019
ï»¿Â­Alkermes' Reports Results of Aristada (aripiprazole lauroxil) and Invega Sustenna (paliperidone palmitate) in P-IIIb ALPINE Study to Treat Schizophrenia,12513,10-04-2019
Shanghai Fosun Signs an Exclusive License Agreement with ReNeuron for its CTX and hRPC Cell Therapy in China,12520,10-04-2019
ï»¿Astellas Collaborates with Concerto HealthAI on Real-World Evidence (RWE) Initiative for Acute Myeloid Leukemia (AML),12531,11-04-2019
ï»¿Shanghai Miracogen Signs a Non-Exclusive License Agreement with Synaffix for its ADC Technologies,12536,11-04-2019
Sandoz Signs a Commercialization Agreement with Shionogi for Rizmoic (naldemedine) in Europe,12545,11-04-2019
Cognoa Signs an Exclusive License Agreement with Stanford for its Google Glass-based Technology for Children with Autism Spectrum Disorder (ASD),12553,11-04-2019
ï»¿BioDelivery Sciences (BDSI) Signs a License Agreement with Shionogi to Commercialize Symproic (naldemedine) in the US,12559,11-04-2019
Merck's Keytruda (pembrolizumab) Receives FDA's Expanded Monotherapy Label Approval for Patients with 1L Stage III Non-Small Cell Lung Cancer (NSCLC),12569,12-04-2019
Evotec Signs a Research Agreement with Indivumed to Develop Precision Therapies for Colorectal Cancer (CRC),12576,12-04-2019
Moleculin Signs a Clinical Research Agreement with Emory University for Brain Tumor in Pediatric Patients,12581,12-04-2019
Gilead and Novo Nordisk Collaborate to Conduct a Combination Therapy Trial in NASH,12589,12-04-2019
Omron Healthcare Receives FDA's Approval for Complete a Blood Pressure Monitoring Device with ECG Facility,12603,12-04-2019
ï»¿Alnylam Reports Results of Givosiran in P-III ENVISION Study to Treat Acute Hepatic Porphyria,12620,15-04-2019
ï»¿Tracon Terminates its P-III TAPPAS Trial of TRC105 (carotuximab) + Votrient (pazopanib) for Advanced or Metastatic Angiosarcoma,12629,15-04-2019
ï»¿Dr. Reddy's to Acquire a Portfolio of 42 Abbreviated New Drug Applications (ANDA) in the US,12637,15-04-2019
Santhera to Present Result of DELOS &amp; SYROS Study at the 2019 MDA Clinical and Scientific Conference ï»¿,12643,15-04-2019
ï»¿Generium and Selexis Launch Eculizumab Biosimilar for Paroxysmal Nocturnal Hemoglobinuria (PNH) and Hemolytic Uremic Syndrome (aHUS) in Russia,12662,09-04-2019
Novartis Reports FDA's Acceptance of BLA for Brolucizumab (RTH258) to Treat Wet AMD,12670,16-04-2019
ï»¿Castle Creek Collaborates with Fibrocell to Develop and Commercialize FCX-007 Gene Therapy for Recessive Dystrophic Epidermolysis Bullosa (RDEB),12681,16-04-2019
Eagle Restructured its Licensing Agreement with Teva for Bendeka (bendamustine hydrochloride),12690,16-04-2019
Janssen Expands Clinical Development for Tremfya(R) (guselkumab) in Familial Adenomatous Polyposis (FAP)ï»¿,12699,16-04-2019
Alnylam Initiates P-III ILLUMINATE-B Study of Lumasiran for Primary Hyperoxaluria Type 1 (PH1) in Pediatric Patients,12707,16-04-2019
Tessa Collaborates with Merck to Evaluate a Combination Therapy for Metastatic or Recurrent Cervical Cancerï»¿,12718,17-04-2019
ï»¿Novartis Reports Results of Zolgensma (onasemnogene abeparvovec-xioi) in P-III STR1VE Study for Spinal Muscular Atrophy (SMA) Type 1,12741,17-04-2019
ï»¿FDA Orders Immediate Stop on Commercialization of Surgical Mesh for Women with Pelvic Collapse in the US,12748,17-04-2019
Thermo Fisher Collaborates with NX Prenatal to Develop Proteomics Assays for Adverse Pregnancy Outcomes,12749,17-04-2019
ï»¿Gilead Collaborates with Insitro to Discover and Develop Novel Therapies in Nonalcoholic Steatohepatitis (NASH) for 3yrs.,12763,17-04-2019
ï»¿Boehringer Ingelheim Collaborates with PureTech to Develop Immuno-Oncology Candidates for Immune Modulation,12776,18-04-2019
ï»¿CASI Pharmaceutical Signs an Exclusive Worldwide License Agreement with Black Belt for its TSK011010 Program,12783,18-04-2019
Medtronic Reports Results of VenaSeal Closure System in VeClose Extension Study for Chronic Venous Diseases,12792,18-04-2019
ï»¿OncoSec Signs Research Agreement with Duke University School of Medicine to Evaluate the Combination of TAVOPLUS with a HER2-Plasmid Vaccine,12801,18-04-2019
World Health Organization (WHO) Reports 10 Guidelines on Digital Health Interventions,12806,18-04-2019
Pfizer &amp; Eli Lilly Report Results of Tanezumab in Long-Term P-III Study for Osteoarthritis,12815,19-04-2019
ï»¿AbbVie's Skyrizi (risankizumab) Receives Health Canada's Approval for Moderate to Severe Plaque Psoriasis,12821,19-04-2019
ï»¿Mylan and TB Alliance Collaborate to Commercialize Pretomanid in Two Combination Regimens for Tuberculosis,12836,19-04-2019
ï»¿NICE Publishes Final Recommendation for Almirall's Ilumetri (tildrakizumab) to Treat Moderate-To-Severe Plaque Psoriasis in Adults,12844,19-04-2019
ï»¿Almac Diagnostic Collaborates with Queen's University to Bring Personalized Chemotherapy for Esophageal Cancer,12851,19-04-2019
ï»¿Alvogen Voluntary Recalls Nationwide Two Lots of Fentanyl Transdermal System Due to Product Mislabeling,12874,22-04-2019
ï»¿TELA Bio's Restella Reconstructive BioScaffolds Receives FDA's 510(k) Clearance for Reconstructive Surgery,12889,22-04-2019
ï»¿Lilly Signs a Global Research and Licensing Agreement with Avidity Biosciences to Develop Therapies in Immunology,12893,22-04-2019
Merck's Keytruda (pembrolizumab) + Inlyta (axitinib) Receive FDA's Approval as 1L Treatment for Advanced Renal Cell Carcinoma,12899,22-04-2019
ï»¿Lilly Reports Results of Taltz (ixekizumab) in P-III COAST-X Study for Non-Radiographic Axial Spondyloarthritis,12904,23-04-2019
ï»¿Roche Launches Ventana HER2 Dual ISH CDx for the Identification of Breast and Gastric Cancer,12913,23-04-2019
ï»¿Eli Lilly to Sell Rights for its Two Antibiotics and a Manufacturing Facility to Eddingpharm in China for $375M,12924,23-04-2019
ï»¿Alder BioPharmaceuticals Reports FDA's Acceptance of BLA for Eptinezumab to Prevent Migraine,12943,23-04-2019
NuVasive Reports Results of Cohere Porous PEEK Implants for Degenerative Cervical Disc,12947,23-04-2019
BAROnova's TransPyloric Shuttle Device Receives FDA's Approval for the Treatment of Obesity in Adults,12961,24-04-2019
Teva Discontinues its P-III ENFORCE Study of Fremanezumab for Episodic Cluster Headache,12972,24-04-2019
ï»¿OncoSec Initiates a Triple Combination Immunotherapy Trial for Squamous Cell Head and Neck Cancer,12994,24-04-2019
AbbVie's Skyrizi (risankizumab-rzaa) Receives FDA's Approval for Moderate to Severe Plaque Psoriasis,13019,24-04-2019
Fulcrum Therapeutics ï»¿Signs an Exclusive Worldwide License Agreement with GSK to Develop and Commercialize Losmapimod for Facioscapulohumeral Muscular Dystrophy,13025,24-04-2019
ï»¿Takeda Signs a Licensing Option Agreement with Emendo Biotherapeutics for its OMNI Nuclease Program,13052,25-04-2019
Perelman School of Medicine Signs a Research and Development Agreement with Sensus Healthcare for its Sculptura Intraoperative Radiation Therapy System,13114,24-04-2019
ADC Therapeutics Signs a License Agreement with Adagene for its SAFEbody Technology,13237,25-04-2019
Eli Lilly Facilitates the Withdrawal of Lartruvo (olaratumab) from the Global Market for Advanced Soft Tissue Sarcoma,13326,25-04-2019
ï»¿B. Braun Launches its Heparin Sodium Prefilled Syringe in the US,13377,25-04-2019
Salix (Bausch Health) Signs an Exclusive License Agreement with Mitsubishi Tanabe for its MT-1303 (amiselimod),13397,26-04-2019
Merck Reports Updated Results of Keytruda (pembrolizumab) in P-III KEYNOTE-062 Study as a Monotherapy for 1L Treatment of Advanced Gastric Cancer,13444,26-04-2019
Takeda Files NDA for Cabometyx (cabozantinib) to MHLW for Advanced Renal Cell Carcinoma in Japan,13511,26-04-2019
ï»¿Gilead Reports Results of Selonsertib in P-III STELLAR 3 Study for Bridging Fibrosis (F3) due to NASH,13528,26-04-2019
Novo Nordisk Files MAA for Semaglutide to the EMA for Type 2 Diabetesï»¿,13533,26-04-2019
ï»¿AstraZeneca and Merck's Lynparza (olaparib) Receive CHMP's Positive Opinion for 1L Maintenance Treatment of BRCA-Mutated Advanced Ovarian Cancer,13566,29-04-2019
Sanofi and Lexicon's Zynquista (sotagliflozin) Receive EU's MAA to Treat Type-1 Diabetes in Adults,13664,29-04-2019
Acutus Medical's AcQMap Contact Mapping Software Receives CE Mark Approval,13674,29-04-2019
"ï»¿Novo Nordisk's Esperoct (turoctocog alfa pegol, N8-GP) Receives CHMP's Positive Opinion to Treat Hemophilia A in Adolescents and Adults",13683,29-04-2019
Sandoz Signs an Agreement with EirGenix to Commercialize Proposed Trastuzumab Biosimilar for HER2+ Cancer Tumors,13707,30-04-2019
ViiV Healthcare Files NDA for Cabotegravir + Edurant (rilpivirine) to the US FDA to Treat HIV-1 Infection in Adultsï»¿,13722,30-04-2019
ï»¿Janssen Collaborates with Iktos for its Artificial Intelligence (AI) Technology,13776,30-04-2019
ï»¿AstraZeneca Collaborates with BenevolentAI to Develop Therapies for Chronic Kidney Disease and Idiopathic Pulmonary Fibrosis,13824,30-04-2019
Abbott Reports Results of High Sensitive Troponin-I Blood Test for Risk Assessment of Heart Diseases,13827,30-04-2019
Vertex's Kalydeco (ivacaftor) Receives FDA's Approval for Cystic Fibrosis in Eligible Infants Aged 6 to Less than 12 Months,13852,01-05-2019
ï»¿AbbVie's Mavyret (glecaprevir and pibrentasvir) Receives FDA's Approval for All Genotypes of Hepatitis C in Pediatric Patients,13872,01-05-2019
ï»¿Roche Spin-Off Nimble Therapeutics to Commercialize its Drug Development Technology,13886,01-05-2019
ï»¿AbbVie's Skyrizi (risankizumab) Receives European Commission's Approval for Moderate to Severe Plaque Psoriasis,13929,01-05-2019
ï»¿Medtronic Launches Solitaire X Revascularization Device for Acute Ischemic Stroke in the US,13943,01-05-2019
ï»¿Exelixis Initiates P-III COSMIC-313 Study of Triple Combination Therapy for Advanced Renal Cell Carcinoma,13961,02-05-2019
Medtronic's Attain Stability Quad MRI SureScan Left Heart Lead Receives FDA's Approval for Heart Failureï»¿,13967,02-05-2019
ï»¿Eisai Terminates its Worldwide Development &amp; Commercialization Agreement with Purdue Pharma for Lemborexant,13973,02-05-2019
ï»¿Tmunity Signs an Exclusive Research Agreement with the University of California to Advance TCR Therapies for Pediatric Cancers,13979,02-05-2019
Sanofi's Dengvaxia Receives FDA's Approval to Prevent Dengue in Endemic Region in the US,13985,02-05-2019
ï»¿AstraZeneca Signs an Exclusive Option and Research Agreement with Transgene for Oncolytic Immunotherapies,13998,03-05-2019
ï»¿GSK Reports Results of Trelegy Ellipta in P-III CAPTAIN Study for Asthma,14012,03-05-2019
ï»¿Boehringer Ingelheim Signs a Clinical Research Agreement with Amal for the Evaluation of Combination Therapy to Treat Stage IV colorectal cancer,14020,03-05-2019
ï»¿Celgene Collaborates with Presage to Evaluate Therapies with its CIVO Technology for Multiple Cancers,14027,03-05-2019
"ï»¿AstraZeneca's Qternmet XR (dapagliflozin, saxagliptin, metformin hydrochloride) Receives FDA's Approval for Type-2 Diabetes in the US",14038,03-05-2019
ï»¿Roche's Kadcyla (trastuzumab emtansine) Receives FDA's Expanded Approval as an Adjuvant Treatment for HER2+ Early Breast Cancer in the US,14066,06-05-2019
ï»¿Lundbeck to Acquire Abide Therapeutics for $400M,14074,06-05-2019
ï»¿Astellas Reports Results of Mirabegron in P-IV PLUS Study to Reduce Overactive Bladder Symptoms in Men,14082,06-05-2019
ï»¿Pfizer's Vyndaqel (tafamidis meglumine) and Vyndamax (tafamidis) Receive FDA's Approval for Transthyretin Amyloid Cardiomyopathy,14090,06-05-2019
ï»¿Eli Lilly Reports Results of Emgality (galcanezumab-gnlm) in Two P-III Studies to Treat Low- and High-Frequency Episodic Migraine,14120,07-05-2019
ï»¿Roche Reports Results of Risdiplam in FIREFISH and SUNFISH Studies for Spinal Muscular Atrophy,14147,07-05-2019
ï»¿BioMarin's Palynziq (pegvaliase injection) Receives European Commission's MAA Approval for Phenylketonuria,14154,07-05-2019
Takeda Collaborates with Skyhawk Therapeutics to Develop RNA Splicing Modifiers for Neurodegenerative Diseases,14164,07-05-2019
ï»¿Novartis Reports Results of MS Progression Discussion Tool in a Validation Study for Patients with Multiple Sclerosis,14171,07-05-2019
ï»¿AstraZeneca Reports Results of Calquence (acalabrutinib) in P-III ASCEND Study for R/R Chronic Lymphocytic Leukaemia,14186,08-05-2019
ï»¿Roche Reports Results of Ocrevus (ocrelizumab) in Three P-III Studies for Relapsing and Primary Progressive Multiple Sclerosis,14193,08-05-2019
ï»¿Sanofi's Dupixent (dupilumab) Receives European Commission Approval for Severe Asthma with Type 2 Inflammation,14197,08-05-2019
ï»¿AstraZeneca and Daiichi Report Results of Trastuzumab Deruxtecan (DS-8201) in P-II DESTINY-Breast01 Study for Refractory HER2+ Metastatic Breast Cancer,14220,08-05-2019
ï»¿FDA Issues an Alert on Medtronic's Pacemaker or Cardiac Resynchronization Therapy Pacemaker for its Premature Battery Depletion,14226,08-05-2019
Pfizer to Acquire Therachon for the Expansion of its Rare Disease Portfolio,14241,08-05-2019
ï»¿Novartis Acquires Worldwide Rights of Takeda's Xiidra (lifitegrast ophthalmic solution) for $5.3B,14252,09-05-2019
ï»¿Medtronic Reports Results of MiniMed 640G System in the SMILE Study for Reducing Hypoglycemia in Patients with Type 1 Diabetes,14263,09-05-2019
ï»¿Janssen (J&amp;J) Expands its PTG-200 Collaboration with Protagonist for Second Generation Oral IL-23 Receptor Antagonists,14270,09-05-2019
Gilead Collaborates with Goldfinch Bio to Develop and Commercialize Therapies for Kidney Disorders,14278,09-05-2019
Takeda Signs a Licensing Agreement with Curadev for Stimulator of Interferon Genes (STING) Agonist,14285,09-05-2019
ï»¿Ethicon Acquires Rights of Takeda's TachoSil Fibrin Sealant Patch for ~$400M,14295,09-05-2019
ï»¿BMS Report Results of Opdivo + Radiation in P-III CheckMate -498 Study in Patients with Newly Diagnosed MGMT-Unmethylated Glioblastoma Multiforme,14301,10-05-2019
ï»¿Medtronic To Acquire Titan Spine for its Portfolio of Implants and nanoLock Surface Technology,14311,10-05-2019
ï»¿Takeda Reports FDA's Acceptance of BLA for Entyvio (Vedolizumab SC) as a Maintenance Therapy in Moderate to Severe Active Ulcerative Colitis,14325,10-05-2019
ï»¿Boston Scientific to Acquire Vertiflex for its Superion Indirect Decompression System,14334,10-05-2019
AstraZeneca Reports Results of Roxadustat in Global Phase III Programme for Cardiovascular Safety in Patients with Chronic Kidney Disease,14342,10-05-2019
ï»¿Eli Lilly's Cyramza (ramucirumab) Receives FDA's Approval as a Second-line Treatment in Patients with High AFP Hepatocellular Carcinoma,14369,13-05-2019
"ï»¿Novartis Voluntary Nationwide Recalls Three Lots of Promacta (eltrombopag, 12.5 mg) Oral Suspension Due to Peanut Contamination",14375,13-05-2019
ï»¿Boston Scientific Reports Results of Emblem S-ICD System in UNTOUCHED Study to Prevent Sudden Cardiac Death,14390,13-05-2019
The US FDA Issues Final Guidance on Interchangeable Biosimilars,14395,13-05-2019
ï»¿Roche Launches Cobas MTB-RIF/INH Test for the Detection of Antimicrobial Resistance in Tuberculosis,14404,14-05-2019
ï»¿Regeneron's Eylea (aflibercept) Injection Receives FDA's Approval for Diabetic Retinopathy,14411,14-05-2019
ï»¿Exelixis and Daiichi Report Launch of Minnebro (Esaxerenone) Tablets for Hypertension in Japan,14419,14-05-2019
ï»¿AliveCor's KardiaMobile 6L Receives FDA's Clearance as Six-Lead Personal ECG Device,14422,14-05-2019
ï»¿HanX Biopharmaceuticals Signs a License Agreement with Onconova to Develop and Commercialize Rigosertib in Greater China,14428,14-05-2019
ï»¿Myovant Sciences Reports Results of Relugolix Combination Therapy in P-III LIBERTY 1 Study for Uterine Fibroids in Women,14440,15-05-2019
ï»¿Merck KGaA and Pfizer's Bavencio (avelumab) + Inlyta (axitinib) Receive FDA's Approval as 1L Treatment for Advanced Renal Cell Carcinoma,14447,15-05-2019
ï»¿Abbott Collaborates with NIH on Brain Initiative for Advancing Research on Neurological Disorders,14460,15-05-2019
ï»¿Progenics Signs an Exclusive Agreement with ROTOP Pharmaka to Develop and Commercialize Imaging Agent 1404 for Prostate Cancer in Europe,14466,15-05-2019
ï»¿REGENXBIO Launches a Manufacturing Facility for Developing Gene Therapies Based on NAV-Technology,14472,15-05-2019
ï»¿Roche and AbbVie's Venclexta (venetoclax) + Gazyva (obinutuzumab) Receive FDA's Approval for Untreated Chronic Lymphocytic Leukemia,14485,16-05-2019
Vertex Signs a 4 Years Agreement with Kymera to Discover and Develop Protein Degradation Therapies,14493,16-05-2019
ï»¿Takeda and Frazier Healthcare Collaborate to Launch a Facility Phathom Pharmaceutical for Gastrointestinal Disorders,14507,16-05-2019
"ï»¿NeuClone to Initiate P-I Clinical Study of Stelara (ustekinumab, biosimilar) in Australia",14516,16-05-2019
ï»¿GSK Expands its License Agreement with Zymework to Develop and Commercialize Bi-Specific Antibodies,14528,16-05-2019
ï»¿Sanofi and Regeneron Report Updated Results of Libtayo (cemiplimab-rwlc) in P-II EMPOWER-CSCC-1 Study for Locally Advanced and Metastatic Cutaneous Squamous Cell Carcinoma,14539,17-05-2019
ï»¿Thermo Fisher to Acquire Manufacturing Facility from GSK for ~$100M,14555,17-05-2019
ï»¿Pfizer's Fragmin (dalteparin sodium) Receives FDA's Approval for Symptomatic Venous Thromboembolism in Pediatric Patients,14559,17-05-2019
ï»¿Exelixis Signs an Exclusive Option and License Agreement with Iconic Therapeutics for Advancing ADC Program,14580,17-05-2019
Roche Signs a Worldwide License Agreement with Parvus Therapeutics to Develop and Commercialize Navacim Platform for Autoimmune Diseases,14587,17-05-2019
ï»¿AbbVie Reports Results of Depatux-M (depatuxizumab mafodotin) in P-III INTELLANCE-1 Study for Glioblastoma,14622,20-05-2019
ï»¿Takeda Reports Results of Entyvio (vedolizumab) in P-III VARSITY Study for Ulcerative Colitis,14638,20-05-2019
ï»¿Ethicon (J&amp;J) Recalls Endo-Surgery Intraluminal Staplers Due to Complete Staple Line Failure,14643,20-05-2019
Takeda's Gattex (teduglutide) Receives the US FDA's Approval for Short Bowel Syndrome in Children,14653,20-05-2019
ï»¿UCB's Nayzilam (midazolam) Receives FDA's Approval for the Treatment of Seizure Cluster in Epilepsy in the US,14678,21-05-2019
ï»¿Santhera Signs a Pre-Clinical Research Agreement with Biozentrum to Advance Gene Therapy for Congenital Muscular Dystrophy,14693,21-05-2019
ï»¿Merck Reports Results of Keytruda (pembrolizumab) in P-III KEYNOTE-119 Study for Metastatic Triple-Negative Breast Cancer,14696,21-05-2019
AstraZeneca Reports Results of Symbicort Turbuhaler (budesonide/formoterol) in Novel START Study for Mild Asthma,14702,21-05-2019
ï»¿Clovis Oncology Reports Results of Rubraca (rucaparib) in P-III ARIEL3 Study for Advanced Ovarian Cancer,14711,21-05-2019
ï»¿Merck to Acquire Peloton Therapeutics for $2.2B,14721,22-05-2019
Verily Collaborates with Global Pharma Companies to Develop Clinical Research Program,14734,22-05-2019
ï»¿Array BioPharma Reports Results of Combination Therapy in P-III BEACON CRC Study for BRAF(V600E)- Mutant Metastatic Colorectal Cancer,14742,22-05-2019
ï»¿Abbott Reports Results of Minimally Invasive Device in TRILUMINATE Study for Tricuspid Heart Valve Leaks,14750,22-05-2019
Medtronic Reports Results of Symplicity Renal Denervation System in Two Studies for Hypertensive Heart Diseases,14759,22-05-2019
"Biocon and Mylan's Ogivri (trastuzumab, biosimilar) Receives Health Canada's Approval for HER2-Positive Breast and Gastric Cancers",14763,22-05-2019
ï»¿Takeda's Entyvio (vedolizumab) Receives MHLW's Approval for Moderate to Severely Active Crohn's Disease in Japan,14778,23-05-2019
Santhera Signs an Exclusive License Agreement with Chiesi to Develop and Commercialize Raxone for Leber's Hereditary Optic Neuropathy,14786,23-05-2019
ï»¿OncoSec Reports Result of Keytruda + TAVO in P-II KEYNOTE-890 Study for Refractory Metastatic Triple Negative Breast Cancer,14795,23-05-2019
ï»¿Synlogic Collaborates with Roche to Evaluate the Combination of SYNB1891 and Tecentriq (atezolizumab) for Advanced Solid Tumors,14801,23-05-2019
ï»¿Boston Scientific Initiates OPTION Study of Watchman FLX Device for Stroke Risk Reduction Post-AF Ablation,14807,23-05-2019
ï»¿GSK's Shingrix Receives NMPA's Approval for the Prevention of Shingles in China,14817,24-05-2019
"ï»¿Celltrion's Herzuma (trastuzumab, biosimilar) Receives ANVISA's Approval for Breast and Gastric Cancer in Brazil",14825,24-05-2019
ï»¿Hologic &amp; Cepheid's Diagnostic Tests Receive 510(k) Clearance for Extragenital Testing in Chlamydia and Gonorrhea,14835,24-05-2019
