Title (News Shots) ,ID,Date
"Cadila to Launch its Ritucad (rituximab, biosimilar) in India",40707,29-07-2020
Roche's Tecentriq + Cotellic and Zelboraf Receives the US FDA's Approval for Patients with Advanced Melanoma,40708,31-07-2020
Takeda's Pevonedistat Receives the US FDA's Breakthrough Therapy Designation to Treat Patients with Higher-Risk Myelodysplastic Syndrome,40709,31-07-2020
Roche Receives the US FDA's Approval for VENTANA HER2 Dual ISH Test as CDx to Identify Breast Cancer,40710,31-07-2020
Sanofi and GSK Receive $2.1B from the US Government to Supply 100M Doses of COVID-19 Vaccine,40711,03-08-2020
Eli Lilly in Collaboration with NIAID Initiate P-III Study of LY-CoV555 to Prevent COVID-19,40712,04-08-2020
Siemens Healthineers to Acquire Varian for $16.4B,40713,04-08-2020
Merck and Hanmi Collaborate to Develop Efinopegdutide for NASH,40714,04-08-2020
"Janssen's Darzalex (daratumumab, SC) Receives Health Canada Approval for the Treatment of Patients with Multiple Myeloma",40715,04-08-2020
Lupin and SunPharma Launch Generic Favipiravir to Treat Mild to Moderate COVID-19 in India,40717,05-08-2020
Teva and Alvotech Collaborate to Commercialize Five Biosimilar Candidates in the US,40718,05-08-2020
Johnson &amp; Johnson Signs an Agreement with the US Government to Supply 100M Doses of COVID-19 Vaccine Worth ~$1B,40719,06-08-2020
AstraZeneca Collaborates with Eko to Advance the Digital Health Tools for the Diagnosis of CV Diseases,40720,06-08-2020
Novartis Reports Results of Ofatumumab (OMB157) in P-III ASCLEPIOS Trials for Relapsing Multiple Sclerosis,40721,06-08-2020
Biogen Signs an Agreement with Denali on LRRK2 Program for Parkinson's Disease Worth ~$2.125B,40722,07-08-2020
Roche's Tecentriq (atezolizumab) + Paclitaxel Fail to Meet the Primary Endpoint in P-III IMpassion131 Study for Patients with Metastatic Triple-Negative Breast Cancer,40723,07-08-2020
AstraZeneca Collaborates with Daiichi Sankyo to Evaluate the Combination of Patritumab Deruxtecan (U3-1402) + Tagrisso for EGFR-Mutated Non-Small Cell Lung Cancer,40724,07-08-2020
Bausch Health to Spin off its Eye Health Business,40725,07-08-2020
Elanco Receives EC's Approval for its Pending Acquisition of Bayer Animal Health,40873,08-06-2020
Merck Animal Health to Acquire Rights to Sentinel Brand of Combination Parasiticides for Companion Animals in the US for $400M,40881,13-05-2020
Elanco Receives the US FTC's Approval for Acquisition of Bayer Animal Health,40882,15-07-2020
Merck Animal Health Receives the US FDA's Approval for Bravecto (fluralaner) Monthly Chews to Protect Dogs and Puppies Against Fleas and Ticks,40902,09-07-2020
Boehringer Ingelheim Receives Approval for its Classical Swine Fever Live Vaccine in China,40911,10-06-2020
ï»¿Elanco To Acquire Bayer's Animal Health Business for $7.6B,40926,20-08-2019
Cadila Pharma Launches NuPTH Biosimilar to Forteo for the Treatment of Osteoporosis in India,41165,07-08-2020
Roche's Evrysdi (risdiplam) Receives the US FDA's Approval for SMA in Adults and Children,41285,10-08-2020
Boehringer Ingelheim Acquires GST to Boost its Stem Cell Capabilities in Animal Health,41311,10-08-2020
The US FDA Approves Guardant360 CDx as the First Liquid Biopsy NGS Assay to Identify EGFR Mutations in Non-Small Cell Lung Cancer,41316,10-08-2020
Roche Report Mixed Results of Etrolizumab in P-III Studies for Patients with Moderately to Severely Active Ulcerative Colitis,41317,10-08-2020
"Samsung Bioepis Launches Ontruzant (trastuzumab, biosimilar) for Early and Metastatic HER2-Overexpressing Breast Cancer in Brazil",41322,11-08-2020
Gilead Reports NDA Submission to the US FDA for Veklury (Remdesivir) to Treat COVID-19,41328,11-08-2020
Olympus to Acquire Arc Medical Design for Expanding its Product Portfolio,41337,11-08-2020
Bayer to Acquire KaNDy Therapeutics for Augmenting its Women's Healthcare Portfolio,41350,11-08-2020
Ligand to Acquire Pfenex for $516M,41355,11-08-2020
Medtronic to Acquire Companion Medical for Adding Smart Insulin Pen to its Diabetes Unit,41382,12-08-2020
BMS' Opdivo (nivolumab) + Yervoy (ipilimumab) + CT Receive Health Canada Approval for Metastatic Non-Small Cell Lung Cancer,41387,12-08-2020
Sarepta Therapeutics Collaborates with University of Florida to Accelerate the Development of Therapies for Rare Genetic Diseases,41396,12-08-2020
Innovent and Eli Lilly Report sNDA Acceptance of Tyvyt (sintilimab) Combination Regimen as 1L Therapy in Squamous Non-Small Cell Lung Cancer in China,41451,12-08-2020
Roche Collaborates with Celleron Therapeutics for Emactuzumab to Treat Patients with Tenosynovial Giant Cell Tumor,41457,12-08-2020
Regeneron Reports the US FDA's Acceptance of Evinacumab's BLA for Priority Review as a Treatment for Patients with HoFH,41504,13-08-2020
Roche Reports the US FDA's Acceptance of sBLA for Xolair (omalizumab) Prefilled Syringe for Self-Administration Across All Indications,41513,13-08-2020
Alphabet's Verily Establishes CLIA-Certified Lab Focusing on COVID-19 Testing,41516,13-08-2020
Zydus Launches Cheapest Version of Remdesivir at $37.41 per Vial in India,41533,13-08-2020
Novo Nordisk Resumes P-III Study of Concizumab for Patients with Hemophilia A and B,41540,13-08-2020
Strata Oncology Collaborates with Mirati Therapeutics to Broaden Enrollment in Clinical Trial of MRTX849 for Patients with Advanced Solid Tumors,41544,13-08-2020
AstraZeneca to Initiate Production of its COVID-19 Vaccine Early in 2021,41554,14-08-2020
EC Concludes Exploratory Talks with J&amp;J to Supply 200M Doses of COVID-19 Vaccine,41562,14-08-2020
SK bioscience Collaborate with Novavax to Supply Antigen for COVID-19 Vaccine,41586,14-08-2020
Novavax Collaborates with UK Government to Supply 60M Doses of NVX-CoV2373 to Combat COVID-19,41596,14-08-2020
Solasia Signs a License Agreement with Isofol to Develop and Commercialize Arfolitixorin for mCRC in Japan,41601,14-08-2020
Sanofi to Acquire Principia Biopharma for ~$3.68B,41916,17-08-2020
Roche's Enspryng (satralizumab-mwge) Receives the US FDA's Approval for Neuromyelitis Optica Spectrum Disorder,45613,17-08-2020
BMS Signs an Exclusive Worldwide License Agreement with Dragonfly Therapeutics for DF6002,45685,17-08-2020
Abeona Signs a License and Inventory Purchase Agreements with Taysha for ABO-202 to Treat CLN1 Disease (Infantile Batten disease),45695,17-08-2020
Henlius' HLX02 Receives the NMPA's Approval as the First Trastuzumab Biosimilar in China,45702,17-08-2020
Gilead Expands its Oncology Collaboration with Tango for ~$6.3B,45894,18-08-2020
AstraZeneca Collaborates with mAbxience to Produce COVID-19 Vaccine in Latin America,45919,18-08-2020
PTC Reports the EMA's Acceptance of MAA for Evrysdi (risdiplam) to Treat SMA,45933,18-08-2020
AstraZeneca's Imfinzi (durvalumab) Receives the US FDA's Priority Review for Less Frequent Fixed-Dose Use in NSCLC and Bladder Cancer,45957,18-08-2020
G1 Therapeutics Reports the US FDA Acceptance and Priority Review of NDA for Trilaciclib to Treat SCLC,45993,18-08-2020
Lilly and Innovent Report the Global Expansion of their Alliance for Tyvyt (sintilimab),46003,18-08-2020
Regeneron Collaborates with Roche to Improve the Global Supply of REGN-COV2 Against COVID-19,46073,19-08-2020
Novo Nordisk Collaborates with Evotec to Develop Therapies Targeting Chronic Kidney Disease,46080,19-08-2020
Sanofi's Dupixent (dupilumab) Receives the Health Canada Approval for Severe Chronic Rhinosinusitis with Nasal Polyposis,46085,19-08-2020
Johnson & Johnson to Acquire Momenta Pharmaceuticals for $6.5B,46095,19-08-2020
The US FDA Rejects Gilead's Filgotinib Due to Toxicity Issues,46105,19-08-2020
Roche's Tecentriq + Bevacizumab Receive Health Canada's Approval as 1L Treatment for Unresectable or Metastatic Hepatocellular Carcinoma,46114,19-08-2020
Fitbit Reports Results of its COVID-19 Study for Early Detection of Diseases,46161,20-08-2020
Qiagen Launches QIAseq SARS-CoV-2 Primer Panel for Tracking COVID-19 Mutations and Strains,46188,20-08-2020
Sorrento Files IND for STI-1499 (COVI-GUARD) in Patients Hospitalized with COVID-19,46199,20-08-2020
Precision BioSciences Receives the US FDA's Fast Track Designation for PBCAR0191 to Treat Advanced B-cell Precursor Acute Lymphoblastic Leukemia,46241,20-08-2020
BioSymetrics Signs an Agreement with Janssen and Sema4 to Utilize AI for the Prediction of COVID-19,46250,20-08-2020
Evotec and Centogene Expand their Collaboration to Target Gaucher Disease,46273,20-08-2020
Novartis' Kesimpta (ofatumumab) Receives the US FDA's Approval as the First Self-Administered Therapy for Relapsing Multiple Sclerosis,46448,21-08-2020
"Jazz Pharmaceuticals' Xywav (calcium, magnesium, potassium, and sodium oxybates) Receives the US FDA's Approval for Cataplexy or Excessive Daytime Sleepiness Associated with Narcolepsy",46452,22-07-2020
MC2 Therapeutics Wynzora Cream Receives the US FDA's Approval to Treat Plaque Psoriasis in Adults,46454,22-07-2020
Osmotica's Upneeq Receives the US FDA's Approval to Treat Blepharoptosis (Droopy Eyelid) in Adults,46455,09-07-2020
Pfizer and BioNTech Plan for Regulatory Review of its COVID-19 Vaccine in October 2020,46465,21-08-2020
AstraZeneca's Imfinzi (durvalumab) Receives MHLW's Approval for Extensive-Stage Small Cell Lung Cancer,46473,21-08-2020
Acacia Pharma's Byfavo (remimazolam) Receives the US FDA's Approval for the Induction and Maintenance of Procedural Sedation,46474,02-07-2020
The US FDA Approves Kyprolis (carfilzomib) + Darzalex (daratumumab) + Dexamethasone in Two Dosing Regimens for R/R Multiple Myeloma,46555,21-08-2020
Junshi and Impact to Establish Joint Venture for Senaparib (IMP4297) in China,46569,21-08-2020
BioMarin Reports NDA Submission to the US FDA for Vosoritide to Treat Children with Achondroplasia,46591,21-08-2020
AstraZeneca Collaborates with RenalytixAI to Develop Precision Medicine for Chronic Diseases,46686,24-08-2020
Vertex's Kaftrio + Ivacaftor Receive the EC's Approval to Treat Cystic Fibrosis in People Aged 12 Years and Older,46693,24-08-2020
Chugai's Kadcyla (trastuzumab emtansine) Receives MHLW's Approval for Adjuvant Therapy of HER2-Positive Early Breast Cancer,46703,24-08-2020
Takeda to Divest its Consumer Health Unit to Blackstone for $2.3B in Japan,46722,24-08-2020
ReiThera Reports First Patient Dosing with its COVID-19 Vaccine Candidate in Italy,46746,24-08-2020
BMS to Acquire Forbius for its AVID200 to Expand its Footprints in Oncology and Fibrosis,46766,24-08-2020
Bayer and One Drop Collaborate to Develop Digital Therapies Across Multiple Therapeutic Areas,46772,24-08-2020
Novartis' Triple Regimen Fails to Meet the Primary Endpoint in P-III COMBI-i Study for Advanced Melanoma,46820,25-08-2020
Bionano Genomics Acquires Lineagen to Facilitate the Clinical Adoption of Saphyr for Digital Cytogenetics,46827,25-08-2020
Merck's Keytruda (pembrolizumab) Receives Two New PMDA's Approvals in Japan,46837,25-08-2020
AstraZeneca Initiates P-I Study of AZD7442 Against COVID-19,46851,25-08-2020
"BeiGene Signs a License and Supply Agreement with Bio-Thera for BAT1706 (biosimilar, bevacizumab) in China",46868,25-08-2020
AbbVie Exercises its Option to License Morphosys' Î±vÎ²6 Integrin Inhibitor Program for Fibrotic Disease,46890,25-08-2020
AbbVie and Harvard University Collaborate to Develop Novel Therapies Against Emergent Viral Diseases,46907,25-08-2020
ACADIA Acquires CerSci Therapeutics for $52.5M,46932,26-08-2020
Takeda and Ovid Report Results of Soticlestat (TAK-935/OV935) in P-II ELEKTRA Study for Dravet Syndrome or Lennox-Gastaut Syndrome,46945,26-08-2020
Novartis Reports Results of Asciminib (ABL001) in P-III ASCEMBL Study for Chronic Myeloid Leukemia,46952,26-08-2020
Qiagen to Launch Digital Test for Detecting SARS-CoV-2 Antibodies in the US,46965,26-08-2020
Philips and B. Braun's Onvision Needle Tip Tracking Technology Receive the US FDA's 510 (k) Clearance for Regional Anesthesia,46982,26-08-2020
Takeda Collaborates with Engitix to Target Fibrotic Liver Diseases,46991,26-08-2020
"Lupin and Mylan Launch Nepexto (biosimilar, etanercept) in Germany",47021,27-08-2020
GSK's Blenrep (belantamab mafodotin) Receives EC's Approval for R/R Multiple Myeloma,47046,27-08-2020
Celltrion Initiates P-I Study of CT-P59 Against COVID-19 in Korea,47084,27-08-2020
FDC Launches Two Variants of Favipiravir for COVID-19 in India,47095,27-08-2020
Abbott's BinaxNOW COVID-19 Ag Card Receives the US FDA's EUA to Detect SARS-CoV-2 Infection,47102,27-08-2020
BeiGene Signs an Exclusive License Agreement with Singlomics for Neutralizing COVID-19 Antibodies,47114,27-08-2020
Otsuka Inqovi (decitabine and cedazuridine) Received the US FDA's Approval to MDS and CMML,47133,20-07-2020
Amazon Enters into Fitness Space with the Launch of Halo Band and App,47155,28-08-2020
BioNTech and Fosun Pharma to Supply ~10M Doses of COVID-19 Vaccine to Hong Kong and Macao,47176,28-08-2020
Philips to Acquire Intact Vascular for $360M,47183,28-08-2020
Galecto's GB0139 Receives the US FDA's and EMA's Orphan Drug Designations for Idiopathic Pulmonary Fibrosis,47208,28-08-2020
Bayer Reports the NDA Submission to NMPA for Vericiguat to Treat Chronic Heart Failure in China,47223,28-08-2020
Taysha Gene Therapies' TSHA-101 Receives the US FDA's Orphan Drug Designation and Rare Pediatric Disease Designation for GM2 Gangliosidosis,47257,28-08-2020
Novartis Reports Results of LNP023 in P-II Study for Paroxysmal Nocturnal Hemoglobinuria,47282,31-08-2020
World's First App-Based Nicotine Addiction Treatment Receives the MHLW's Approval in Japan,47322,31-08-2020
AstraZeneca Reports Results of Farxiga (dapagliflozin) in P-III DAPA-CKD Trial for Patients With and Without Type-2 Diabetes,47341,31-08-2020
"Cadila Launches Cadalimab (biosimilar, adalimumab) in India",47356,31-08-2020
Mylan and Biocon Launch Semglee (insulin glargine injection) as Vials and Pre-Filled Pen in the US,47369,31-08-2020
Ionis to Acquire Remaining Stake in Akcea Therapeutics for $18.5/share,47394,31-08-2020
Johnson & Johnson Collaborates with the Government of Canada to Supply its Ad26.COV2.S for COVID-19,47509,01-09-2020
AstraZeneca Expands the Development of AZD1222 into P-III Study in the US Across All Adult Age Groups,47530,01-09-2020
GSK and VIR Biotechnology Initiate P-II/III COMET-ICE Study of VIR-7831 Against COVID-19,47555,01-09-2020
AstraZeneca Expands Supply Agreement with Oxford Biomedica for AZD1222 to Combat COVID-19,47596,01-09-2020
Roche's Enspryng (satralizumab) Receives Health Canada Approval for Neuromyelitis Optica Spectrum Disorder,47613,01-09-2020
Roche's cobas HIV-1/HIV-2 Qualitative Test Receives the US FDA's Approval to Detect HIV Infection,47631,01-09-2020
Gilead Signs an Exclusive License Agreement with Jounce for Cancer Immunotherapies,47696,02-09-2020
AstraZeneca's Imfinzi (durvalumab) Receives EC's Approval as 1L Treatment for Extensive-Stage Small Cell Lung Cancer,47721,02-09-2020
NestlÃ© to Acquire Aimmune Therapeutics for $2.6B,47731,02-09-2020
Medtronic's MiniMed 770G Insulin Pump System with Smartphone Connectivity Receives the US FDA's Approval for Patients with Type 1 Diabetes,47737,02-09-2020
BMS' Onureg (azacitidine) Receives the US FDA's Approval as Continued Treatment for Acute Myeloid Leukemia,47749,02-09-2020
"Celltrion Plans to Initiate P-I Trial for its CT-P41 (biosimilar, denosumab) in September 2020",47753,14-08-2020
Idorsia Transfers its Agreement with ReveraGen to Santhera for Vamorolone,47762,02-09-2020
"Formycon with its Partner BIOEQ Plans to Initiate P-III MAGELLAN-AMD Trial for its FYB203 (biosimilar, aflibercept)",47769,24-08-2020
"Samsung Bioepis' Aybintio (SB8, biosimilar, bevacizumab) Receives the EC's Approval for Launch in EU",47778,21-08-2020
"Cadila to Launch its Cadalimab (biosimilar, adalimumab) in India",47788,28-08-2020
"Sandoz Canada Negotiated with Pan-Canadian Pharmaceutical Alliance (pCPA) to Launch Ziextenzo (biosimilar, pegfilgrastim) and Riximyo (biosimilar, rituximab) in Canada",47790,19-08-2020
Boehringer Ingelheim Collaborates with BiomX to Discover Microbiome-Based Biomarkers for Inflammatory Bowel Disease,47803,03-09-2020
Sanofi And GSK Initiate P-I/II Study of COVID-19 Protein-Based Vaccine,47807,03-09-2020
Merck Signs a Second Oncology Collaboration with Highlight Therapeutics,47818,03-09-2020
Janssen Halts the Development of Pimodivir for Influenza,47827,03-09-2020
Baxter's Theranova Dialyzers Receives the US FDA's De Novo Authorization to Deliver HDx Therapy,47834,03-09-2020
Bicycle Reports First Patient Dosing in P-IIa Study of BT1718 for MT1-MMP-Positive Squamous NSCLC,47839,03-09-2020
Bio-Thera Initiates P-I Study of BAT2206 Proposed Biosimilar to Stelara (ustekinumab),47859,04-09-2020
Eli Lilly's Trulicity (dulaglutide) Receives the US FDA's Approval for Additional Doses to Treat Type 2 Diabetes,47867,04-09-2020
Roche Receives the US FDA's EUA for cobas SARS-CoV-2 and Influenza A/B Test,47874,04-09-2020
"Innovent's Sulinno (biosimilar, adalimumab) Receives NMPA's Approval for Autoimmune Diseases",47881,04-09-2020
Abbott Initiates LIFE-BTK Trial to Evaluate the Esprit BTK Drug-Eluting Resorbable Scaffold,47893,04-09-2020
Kite and HiFiBiO Therapeutics Collaborate to Develop Antibodies Targeting Acute Myeloid Leukemia,47897,04-09-2020
AbbVie to License I-Mab's Lemzoparlimab (TJC4) for ~$2B,47903,04-09-2020
Chi-Med Initiates P-III FRESCO-2 Study of Fruquintinib in Metastatic Colorectal Cancer,47929,07-09-2020
Kite Reports sBLA Submission to the US FDA for Yescarta (axicabtagene ciloleucel) in Relapsed or Refractory Indolent Non-Hodgkin Lymphomas,47940,07-09-2020
Genentech' Gavreto (pralsetinib) Receives the US FDA's Approval Metastatic RET Fusion-Positive Non-Small Cell Lung Cancer,47947,07-09-2020
AstraZeneca to Present Results of Breztri Aerosphere in P-III ETHOS Study at ERS International Congress 2020,47956,07-09-2020
Grifols to Acquire Remaining Stake of Alkahest for ~$146M,47968,07-09-2020
Project ALS' Prosetin Receives the US FDA's Orphan Drug Designation for Amyotrophic Lateral Sclerosis,47975,07-09-2020
Boehringer Ingelheim and Pharmaxis Halt the Development of BI 1467335 for Diabetic Retinopathy,47986,08-09-2020
Mylan to Acquire Aspen's Thrombosis Business in the EU for ~ $758M,47996,08-09-2020
Sanofi Reports Results of Dupixent (dupilumab) in P-III LIBERTY ASTHMA TRAVERSE OLE Study for Asthma,48005,08-09-2020
Roche's cobas BKV Test Receives the US FDA's 510 (k) Clearance to Improve Treatment for Transplant Patients,48012,08-09-2020
Silence Therapeutics Highlights its R&amp;D Pipeline and Initiates Dose Escalation Studies for SLN360,48026,08-09-2020
Janssen's Imbruvica (ibrutinib) + Rituximab Receives the EC's Marketing Authorization for Previously Untreated Patients with Chronic Lymphocytic Leukemia,48036,08-09-2020
Roche Expands its MS Portfolio with the Initiation of P-III Clinical Program of Fenebrutinib and Ocrevus (ocrelizumab),48059,09-09-2020
Takeda Divests its Select Non-Core Assets in the EU and Canada to Cheplapharm for $562M,48068,09-09-2020
Theranica's Nerivio Wearable Device Receives CE Mark for Acute Treatment of Migraine in Europe,48074,09-09-2020
Merck Reports Results of Gefapixant (45mg) in Two P-III Studies for the Treatment of Refractory or Unexplained Chronic Cough,48084,09-09-2020
Regenxbio Reports First Patients Dosing in its P-II AAVIATE Study of RGX-314 for Wet AMD,48091,09-09-2020
Sanofi to Present New Data of its Neurology Portfolio at MSVirtual2020,48099,09-09-2020
Bayer Collaborates with Recursion to Fortify Digital Drug Discovery for Fibrotic Diseases,48277,10-09-2020
AstraZeneca Reports Results of Fasenra (benralizumab) in P-III OSTRO Study for Chronic Rhinosinusitis with Nasal Polyps,48286,10-09-2020
Pfizer and BioNTech to Supply 200M Doses of it COVID-19 Vaccine in the EU,48296,10-09-2020
Genentech to Present New Data of Enspryng (satralizumab-mwge) for Neuromyelitis Optica Spectrum Disorder at MSVirtual2020,48304,10-09-2020
Jazz Collaborates with Redx Pharma to Develop Two Targeted Cancer Therapies,48311,10-09-2020
Takeda Reports Results of Ninlaro (ixazomib) in a P-III Clinical Study for Newly Diagnosed Multiple Myeloma,48322,10-09-2020
"Henlius Reports NMPA's Acceptance of NDA for HLX04 (biosimilar, bevacizumab)",48333,11-09-2020
Roche to Present New Data of Ocrevus (ocrelizumab) for Relapsing-Remitting Multiple Sclerosis at MSVirtual2020,48340,11-09-2020
GSK and Innoviva's Trelegy Ellipta (FF/UMEC/VI) Receive the US FDA's Approval for Asthma and COPD,48347,11-09-2020
Chugai and Takeda Collaborate to Evaluate the Combination Therapy for Multiple Tumor Types in Japan,48359,11-09-2020
Janssen Reports sBLA Submission to the US FDA for Darzalex Faspro (daratumumab and hyaluronidase-fihj) to Treat Patients with Light Chain (AL) Amyloidosis,48371,11-09-2020
Janssen's Tremfya (guselkumab) Receives the US FDA's Approval as the First Selective IL-23 Inhibitor for Active Psoriatic Arthritis,48381,11-09-2020
Gilead to Acquire Immunomedics for ~$21B,48416,14-09-2020
AstraZeneca Resumes COVID-19 Vaccine Trials in the UK,48432,14-09-2020
Sanofi's Dupixent Receives the US FDA's Breakthrough Therapy Designation for Eosinophilic Esophagitis,48439,14-09-2020
Novartis Reports Results of Beovu (brolucizumab) in P-III KITE Study for Diabetic Macular Edema,48446,14-09-2020
Boehringer Ingelheim and Click Collaborate on Digital Therapy for Behaviour Modification in Schizophrenia,48453,14-09-2020
Merck Signs Up to $4.5B Oncology Deal with Seattle Genetics,48464,14-09-2020
Fitbit to Launch ECG App in the US and EU in October 2020,48472,15-09-2020
Eli Lilly and Incyte's Olumiant + Gilead's Veklury Reduce Time to Recovery in Hospitalized Patients with COVID-19,48479,15-09-2020
Janssen Collaborates with SpringWorks to Evaluate Nirogacestat + Teclistamab for Relapsed or Refractory Multiple Myeloma,48488,15-09-2020
Novartis' Beovu (brolucizumab) Receives EMA's Approval for its Safety Label Update to Treat Wet Age-Related Macular Degeneration,48497,15-09-2020
The US FDA Rejects Mallinckrodt's Terlipressin Due to Doubts in its Risk-Benefit Profile,48504,15-09-2020
Boehringer Ingelheim Reports Results of BI 425809 in P-II Study for Patients with Schizophrenia,48524,15-09-2020
"Merck's Brenzys (etanercept, biosimilar) Receives Health Canada Approval for Multiple Indications",48547,16-09-2020
BMS Exercises its Option to Globally License Obsidian's CD40L Cell Therapy,48554,16-09-2020
Gilead's Magrolimab Receives the US FDA's Breakthrough Therapy Designation for Myelodysplastic Syndrome,48562,16-09-2020
Takeda to Divest TachoSil to Corza Health for ~$416M,48576,16-09-2020
Roche's CINtec PLUS Cytology Test Receives the US FDA's Approval to Aid Clinicians in Preventing Cervical Cancer,48584,16-09-2020
Eli Lilly Reports POC Data of LY-CoV555 in P-II BLAZE-1 Study for COVID-19 in Outpatient Setting,48592,16-09-2020
Baxter Signs an Exclusive Distribution Agreement With bioMÃ©rieux for Acute Kidney Injury Diagnostic Test in the US and EU,48609,17-09-2020
Novartis Reports Results of Dual regimen in P-III COMBI-AD Study for Patients with Stage III Melanoma,48615,17-09-2020
"Samsung Bioepis to Present P-III Exploratory Analyses Results of Aybintio (bevacizumab, biosimilar) at ESMO 2020",48624,17-09-2020
Sorrento to Initiate P-I Study of STI-1499 in COVID-19 Positive Patients,48636,17-09-2020
Junshi and Wigen Collaborate to Develop and Commercialize Four Therapies Targeting Cancer Indications,48642,17-09-2020
Roche to Present its Oncology Portfolio at the ESMO Virtual Congress 2020,48654,17-09-2020
NS Phrama's Viltepso (viltolarsen) Receives the US FDA's Approval for Patients with Duchenne Muscular Dystrophy Amenable to Exon 53 Skipping Therapy,48664,12-08-2020
Bayer's Lampit (nifurtimox) Receives the US FDA's Approval for Treatment of Chagas Disease in Children,48669,07-08-2020
Trevena's Olinvyk (oliceridine) Receives the US FDA's Approval for the Treatment of Central Nervous System,48673,10-08-2020
Novo Nordisk's Sogroya (somapacitan-beco) Receives the US FDA Approval for Adult Growth Hormone Deficiency,48676,28-08-2020
Cassiopea's Winlevi (Clascoterone Cream) Receives the US FDA's Approval for the Treatment of Acne Vulgaris,48681,27-08-2020
Recordati Rare Diseases' Cystadrops (Cysteamine Ophthalmic Solution) Receives the US FDA's Approval for the Treatment of Ocular Manifestations of Cystinosis,48684,25-08-2020
Innocoll's Xaracoll (bupivacaine HCl) Receives the US FDA's Approval for the Acute Postsurgical Pain Relief in Adults Following Open Inguinal Hernia Repair,48689,31-08-2020
GSK's Blenrep (belantamab mafodotin-blmf) Receives the US FDA's Approval as a Monotherapy Treatment for Multiple Myeloma,48692,06-08-2020
AstraZeneca Acquires Dogma Therapeutics' Oral PCSK9 Inhibitor Program,48743,18-09-2020
Eli Lilly Collaborates with Amgen to Boost the Global Supply of its COVID-19 Therapies,48754,18-09-2020
Roche Launches Elecsys Anti-SARS-CoV-2 S Test for COVID-19 Antibodies,48763,18-09-2020
AstraZeneca and MSD Report Five Year Data of Lynparza in P-III SOLO-1 Study for 1L Maintenance Treatment in Patients with BRCA-Mutated Ovarian Cancer,48769,18-09-2020
Roche Reports Results of Actemra in P-III EMPACTA Study in Patients with COVID-19 Associated Pneumonia,48780,18-09-2020
AstraZeneca Reports Updated Results of Imfinzi in P-III Studies for NSCLC and ES-SCLC,48787,18-09-2020
AstraZeneca Reports the Results of Tagrisso (osimertinib) in P-III ADAURA Study for the Adjuvant Treatment of Patients Early-Stage EGFR-Mutated Lung Cancer,48808,21-09-2020
Takeda Collaborates with Foundation Medicine for Lung Cancer CDx,48817,21-09-2020
Roche Acquires Inflazome for ~$450M,48826,21-09-2020
AstraZeneca and MSD's Lynparza (Olaparib) Receives the CHMP's Positive Opinion as 1L Maintenance Treatment for HRD-Positive Advanced Ovarian Cancer,48835,21-09-2020
Bausch Health Acquires Option to Purchase Allegro's Ophthalmology Assets,48845,21-09-2020
Roche Presents New P-III Data of Tecentriq in Triple-Negative Breast Cancer at ESMO Virtual Congress 2020,48854,21-09-2020
Lilly's Olumiant (baricitinib) Receives CHMP's Positive Opinion for Moderate to Severe Atopic Dermatitis,48861,21-09-2020
Novartis' Kisqali (ribociclib) Receives Highest Score on the ESMO Magnitude of Clinical Benefit Scale,48870,22-09-2020
Genentech Collaborates with Scenic Biotech to Develop Novel Therapies Targeting Genetic Modifiers,48880,22-09-2020
Alexion's Ultomiris (ravulizumab) Receives the CHMP's Positive Opinion for its New Advanced Formulation,48885,22-09-2020
Illumina to Acquire GRAIL for ~$8B,48897,22-09-2020
BMS' Inrebic (fedratinib) Receives Health Canada's Approval for Patients with Myelofibrosis,48905,22-09-2020
UCB Reports the FDA's and EMA's Acceptance of BLA and MAA for Bimekizumab to Treat Moderate to Severe Plaque Psoriasis,48935,23-09-2020
Novartis to Initiate Pivotal Confirmatory Study of AVXS-101 Intrathecal Formulation in Older Patients with SMA,48942,23-09-2020
BMS and bluebird bio Report the US FDA's Acceptance of Idecabtagene Vicleucel's BLA for Priority Review to Treat Multiple Myeloma,48950,23-09-2020
Micreos Initiates P-I/IIa Study Evaluating XZ.700 as the World's First Endolysin Therapy for Atopic Dermatitis,48959,23-09-2020
Sanofi's Supemtek Receives CHMP's Positive Opinion for Approval to Prevent Influenza,48978,23-09-2020
Pfizer Reports the US FDA's Acceptance of Xalkori's (crizotinib) sNDA for Pediatric Patients with R/R Systemic ALCL,49020,23-09-2020
J&J Initiates Global P-III Clinical Study of its COVID-19 Vaccine,49047,24-09-2020
Novartis and Siemens Collaborate to Develop Blood Tests for Multiple Sclerosis,49072,24-09-2020
Genentech and AC Immune's Semorinemab Flounders in P-II TAURIEL Study for Early Alzheimer's Disease,49080,24-09-2020
Pear Therapeutics Reports the Availability of its Prescription Digital Therapeutics to Wellpath Community Care Centers,49102,24-09-2020
Verona Initiates P-III ENHANCE Studies Evaluating Nebulized Ensifentrine for the Maintenance Treatment of COPD,49117,24-09-2020
IDEAYA and Pfizer Expand CTC and Supply Agreement for Solid Tumors Harboring GNAQ or GNA11 Mutations,49132,24-09-2020
"Accord Launches Zercepac (biosimilar, trastuzumab) in the UK",49152,25-09-2020
Novavax Initiates P-III Study of its COVID-19 Vaccine in the UK,49158,25-09-2020
Roche's Polivy (polatuzumab vedotin) Receives Health Canada's Approval For R/R Diffuse Large B Cell Lymphoma,49169,25-09-2020
