S.No.,Product,CompanyName
2194,"ERVEBO, Ebola Zaire",Merck & Co.
2195,AL-101,Alector
2196,Lurbinectedin,"PharmaMar, Jazz"
2197,ATRC-101,"Merck & Co., Atreca"
2198,"Remsima , Infliximab-Biosimilar,  CT-P13",Celltrion
2199,SAR442168,Sanofi
2200,"BEOVU, Brolucizumab, RTH258",Novartis
2201,GLUCAGON,Fresenius Kabi
2202,COVID-19 Vaccine,Zydus
2203,Risdiplam,Roche
2204,Tofogliflozin,"Chugai, Sanofi"
2205,TOTUM-63,"Nestle, Valbiotis"
2206,Voltaren,GSK
2207,,"Bridge Biotherapeutics, Konkuk University"
2208,"Veyonda, Idronoxil, Lu-PSMA","Noxopharm, GenesisCare"
2209,,"Almirall, Plug and Play"
2210,COVID-19 Vaccine,"Medigen Vaccine Biologics, NIH"
2211,"TECENTRIQ, Atezolizumab, AVASTIN, Bevacizumab",Roche
2212,,WAT Medical 
2213,"MK-5890, KEYTRUDA, Pembrolizumab",MerckMerck & Co.
2214,"VYNDAQEL, Tafamidis",Pfizer
2215,NUCYNTA,"Collegium, Assertio Therapeutics"
2216,RG-6042,Chugai
2217,,Novo Nordisk
2218,,"Sanofi, BARDA"
2219,CA-170,"Curis,Aurigene"
2220,"TECENTRIQ, Atezolizumab",Roche
2221,,WHO
2222,,Hyperfine Research
2223,Solanezumab,Eli Lilly
2224,"Gallant ICD, CRT-D",Abbott
2225,"EYLEA, Aflibercept",Regeneron
2226,COVID-19 Vaccine,"Janssen Pharmaceuticals, BARDA"
2227,,"Zealand Pharma, Valeritas"
2228,"VYONDYS 53,Golodirsen",Sarepta
2229,Aflibercept,Bayer
2230,,"Abbott, Insulet"
2231,Gantenerumab,Roche
2232,"PADCEV, Enfortumab Vedotin","Astellas, Seagen (formerly Seattle Genetics)"
2233,,BioIntelliSense
2234,,WuXi Vaccines
2235,,"Sapphire Biotech,Arizona State University"
2236,,Merck KGaA
2237,KTE-X19,Kite Pharma (Gilead)
2238,"PADCEV, Enfortumab Vedotin (Astellas/Seattle) Keytruda (Merck & Co)","Astellas, Seagen (formerly Seattle Genetics)"
2239,,"Bayer, NUVISAN"
2240,"CAPLYTA,lumateperone",Intra-Cellular Therapies Inc.
2241,"PEMFEXY,PEMETREXED",Eagle Pharmaceuticals
2242,"Capmatinib,INC-280",Novartis
2243,"AYVAKIT,Avapritinib",Blueprint
2244,"DARZALEX, Daratumumab",Janssen Pharmaceuticals
2245,,"Vifor Pharma, Fresenius Kabi"
2246,,Caption Health
2247,"DAYVIGO,lemborexant",Eisai
2248,COVID-19 Vaccine,"Janssen Pharmaceuticals, BARDA"
2249,,Abbott
2250,,"Pfizer, GlycoMimetics"
2251,,"Genentech, Nimble"
2252,"Esperoct,Glycopegylated-Exei",Novo Nordisk
2253,,Roche
2254,"TALTZ, Ixekizumab",Eli Lilly
2255,,"GSK, Immatics"
2256,,"Cognoa, Autism Learning"
2257,Valoctocogene Roxaparvovec,BioMarin
2258,"XTANDI, Enzalutamide","Astellas, Pfizer"
2259,"VB-111, Ofranergene Obadenovec, Nivolumab",VBL Therapeutics
2260,"KEYTRUDA, Pembrolizumab",Merck & Co.
2261,"AUSTEDO, Deutetrabenazine",Teva
2262,"ROZLYTREK, ALECENSA, Alectinib hydrochloride",Chugai
2263,"Practin, Zedex, Bro-zedex","Dr. Reddy's, Wockhardt"
2264,"NEXLETOL, Bempedoic Acid",Esperion
2265,Ripretinib,Deciphera
2266,"Ofatumumab,OMB-157",Novartis
2267,,Vizient
2268,,"Alvotech, JAMP Pharma"
2269,"TRULICITY, Dulaglutide",Eli Lilly
2270,,Medtronic
2271,"VYEPTI, Eptinezumab-jjmr",Lundbeck
2272,,"BenevolentAI,UC San Diego Health"
2273,AmplideX,Asuragen
2274,,Medtronic
2275,"SEYSARA,Sarecycline Hydrochloride","Paratek, Almirall"
2276,OTEZLA,Amgen
2277,S-Trimer,"Clover Biopharmaceuticals, GSK"
2278,Lisocabtagene Maraleucel,BMS
2279,,Sanofi
2280,,"Thermo Fisher, NanoPin Technologies"
2281,"PERJETA, HERCEPTIN",Roche
2282,"TECENTRIQ, Atezolizumab",Roche
2283,"MOVANTIK,Naloxegol Oxalate","RedHill Biopharma, AstraZeneca"
2284,,Orthofix
2285,,"Codagenix, Serum Institute of India"
2287,RiVax,Soligenix
2288,"ALUNBRIG, Brigatinib",Takeda
2289,"TAZVERIK, Tazemetostat",Epizyme
2290,,Fresenius Medical Care North America
2291,,"Teva, Global HOPE"
2292,,"Genentech, Bicycle Therapeutics"
2293,"ERVEBO, Ebola Zaire",Merck & Co.
2294,LXE-408,"Novartis, DNDi"
2295,Lurbinectedin,"PharmaMar, Jazz"
2296,,"WuXi,Vir Biotechnology"
2297,"Remsima , Infliximab-Biosimilar,  CT-P13",Celltrion
2298,"TAK-062, Kuma-062","Takeda, PvP Biologics (Takeda)"
2299,"BEOVU, Brolucizumab, RTH-258",Novartis
2300,,"J&J,Apple"
2301,COVID-19 Vaccine,Zydus
2302,,FDA
2303,Tofogliflozin,"Chugai, Sanofi"
2304,Dotinurad,"Eisai, Fuji Yakuhin"
2305,"GSK, FDA",Regulatory
2306,Remdesivir,Gilead
2307,"Veyonda, Idronoxil, Lu-PSMA","Noxopharm, GenesisCare"
2308,COVID-19 Vaccine,"Medigen Vaccine Biologics, NIH"
2309,GEM103,"Gemini Therapeutics, Singapore Eye Research Institute"
2310,,WAT Medical 
2311,"RYALTRIS, Olopatadine Hydrochloride","Hikma Pharmaceuticals, Glenmark"
2312,"VYNDAQEL, Tafamidis",Pfizer
2313,NEXLIZET,Esperion
2314,RG-6042,Chugai
2315,"ZEJULA, Niraparib",GSK
2316,,"Sanofi, BARDA"
2317,,Co-Diagnostics
2318,"TECENTRIQ, Atezolizumab",Roche
2319,"Remsima SC, Infliximab Biosimilar",Celltrion
2320,,Hyperfine Research
2321,,"Biogen, Sangamo"
2322,"Gallant ICD, CRT-D",Abbott
2323,,"Boehringer Ingelheim,Trutino Biosciences"
2324,COVID-19 Vaccine,"Janssen Pharmaceuticals, BARDA"
2325,,Fujifilm
2326,"VYONDYS 53, Golodirsen",Sarepta
2327,,"Gates Foundation, Bill & Melinda Gates Medical Research Institute, Evotec, GSK, J&J, Otsuka Pharmaceutical"
2328,,"Abbott, Insulet"
2329,Vedolizumab SC,Takeda
2330,"PADCEV, Enfortumab Vedotin","Astellas, Seagen (formerly Seattle Genetics)"
2331,,Companion Medical
2332,,WuXi Vaccines
2333,"ERBITUX, Cetuximab",Merck KGaA
2334,,Merck KGaA
2335,Nintedanib,Boehringer Ingelheim
2336,"PADCEV, Enfortumab Vedotin, Keytruda","Astellas, Seagen (formerly Seattle Genetics)"
2337,IXINITY,"Medexus, Aptevo BioTherapeutics (Medexus Pharmaceuticals)"
2338,"CAPLYTA, lumateperone",Intra-Cellular Therapies Inc.
2339,Magrolimab,"Gilead,Forty Seven"
2340,"Neosaldina, NESINA, Dramin","Takeda, Hypera Pharma"
2341,"AYVAKIT, Avapritinib",Blueprint
2342,Tanezumab,"Pfizer, Eli Lilly"
2343,,"Vifor Pharma, Fresenius Kabi"
2344,,"uniQure, Gen-X"
2345,"DAYVIGO, lemborexant",Eisai
2346,"SARCLISA, Isatuximab",Sanofi
2347,,Abbott
2348,,"Thermo Fisher, Qiagen"
2349,,"Genentech, Nimble"
2350,,Insulet
2351,,Roche
2352,"ESBRIET, Pirfenidone",Genentech
2353,,"GSK, Immatics"
2354,,"Lucid Diagnostics, University of Pennsylvania"
2355,Valoctocogene Roxaparvovec,BioMarin
2356,"MAYZENT, Siponimod",Novartis
2357,"VB-111, Ofranergene Obadenovec, Nivolumab",VBL Therapeutics
2358,,"BMS, Voluntis"
2359,"AUSTEDO, Deutetrabenazine",Teva
2360,"ROZLYTREK, ALECENSA, Alectinib hydrochloride",Chugai
2361,"NEXLETOL, Bempedoic Acid",Esperion
2362,"Ofatumumab, OMB157",Novartis
2363,"TRULICITY, Dulaglutide",Eli Lilly
2364,"VYEPTI, Eptinezumab-jjmr",Lundbeck
2365,AmplideX,Asuragen
2366,"SEYSARA, Sarecycline","Paratek, Almirall"
2367,S-Trimer,"Clover Biopharmaceuticals, GSK"
2368,,Sanofi
2369,"PERJETA, HERCEPTIN",Roche
2370,"MOVANTIK, Naloxegol","RedHill Biopharma, AstraZeneca"
2371,Venoruton,"Stada, GSK"
2372,"ALUNBRIG, Brigatinib",Takeda
2373,,Fresenius Medical Care North America
2374,,"Genentech, Bicycle Therapeutics"
2375,LXE-408,"Novartis, DNDi"
2376,,"WuXi Biologics, Vir Biotechnology"
2377,"TAK-062, Kuma062","Takeda, PvP Biologics (Takeda)"
2378,,"J&J, Apple"
2379,,FDA
2380,Dotinurad,"Eisai, Fuji Yakuhin"
2381,Remdesivir,Gilead
2382,GEM103,"Gemini Therapeutics, Singapore Eye Research Institute"
2383,"RYALTRIS, Olopatadine Hydrochloride","Hikma Pharmaceuticals, Glenmark"
2384,NEXLIZET,Esperion
2386,,Co-Diagnostics
2387,"Remsima SC, Infliximab Biosimilar",Celltrion
2388,,"Biogen, Sangamo"
2389,,"Boehringer Ingelheim,Trutino Biosciences"
2390,,Fujifilm
2392,Vedolizumab SC,Takeda
2393,,Companion Medical
2394,"ERBITUX, Cetuximab",Merck KGaA
2395,Nintedanib,Boehringer Ingelheim
2396,IXINITY,"Medexus, Aptevo BioTherapeutics (Medexus Pharmaceuticals)"
2397,Magrolimab,"Gilead,Forty Seven"
2398,"Neosaldina, NESINA, Dramin","Takeda, Hypera Pharma"
2399,Tanezumab,"Pfizer, Eli Lilly"
2400,,"uniQure, Gen-X"
2401,"SARCLISA, Isatuximab",Sanofi
2402,,"Thermo Fisher, Qiagen"
2403,,Insulet
2404,"ESBRIET, Pirfenidone",Genentech
2405,,"Lucid Diagnostics, University of Pennsylvania"
2406,"MAYZENT, Siponimod",Novartis
2407,,"BMS, Voluntis"
2408,Elecsys,Roche
2409,TAK-888,Takeda
2410,"Remdesivir, GS-5734",Gilead
2411,"Keytruda, Pembrolizumab",Merck & Co.
2412,,"Vir Biotechnology, Alnylam"
2413,"RUXIENCE, Rituximab Biosimilar",Pfizer
2414,,Celularity
2415,,"Amgen, Adaptive Biotechnologies"
2416,"JAKAVI, Ruxolitinib",Novartis
2417,,Celltrion
2418,,"Sorrento, Celularity"
2419,,"GSK, Innovax"
2420,Remdesivir,Gilead
2421,,"Janssen Biotech, Fate Therapeutics"
2422,Disease Drug Discovery,Gilead Sciences
2423,,"Evotec, Takeda"
2424,"PRALUENT, Alirocumab","Sanofi, Regeneron"
2425,"ALN-AAT02, DCR-A1AT","Alnylam, Dicerna"
2426,,"GSK, Vir Biotechnology"
2427,"ALUNBRIG, Brigatinib",Takeda
2428,"Leronlimab, PRO-140",Cytodyn
2429,"KEYTRUDA, Pembrolizumab",Merck
2430,Risdiplam,Roche
2431,ChAdOx1 nCOV-19,Oxford biomedica
2432,,BMS
2433,"EYLEA, Aflibercept",Bayer
2434,REGN-1979,"Zai Lab, Regeneron"
2435,"ENBREL, Etanercept",EMA
2436,"Acellbia, Rituximab Biosimilar, Herticad, Trastuzumab biosimilar","Biocad, ICM"
2437,,"Roche, Arrakis Therapeutics"
2438,Monoclonal Antibodies,AstraZeneca
2439,Actemra,Chugai
2440,VX-CoV2373,Novavax
2441,,FDA
2442,"BAVENCIO, Avelumab","Merck Serono (EMD Serono), Pfizer"
2443,,Global Pharmaceuticals
2444,,"Pfizer, BioNTech"
2445,"XOSPATA, Gilteritinib",Astellas
2446,"OPDIVO, Nivolumab, NT-I7, Hyleukin-7",BMS
2447,HFA Inhalation Aerosol,Cipla
2448,,Abbott
2449,"VIR-7831, VIR-7832","Samsung Biologics, Vir Biotechnology"
2450,,Amgen
2451,OnabotulinumtoxinA Biosimilar,"Revance Therapeutics, Mylan"
2452,,"Apple, Google"
2453,Baricitinib,Eli Lilly
2454,,"Terumo BCT (Terumo Corporation), Marker Therapeutics"
2455,"KOSELUGO, Selumetinib","AstraZeneca, MSD Merck, Sharp & Dohme"
2456,"VIRAZOLE, Ribavirin, USP",Bausch Health
2457,"Vutrisiran, ALN-AGT","Blackstone, Alnylam"
2458,"FULPHILA, Pegfilgrastim","Biocon, Mylan"
2459,SARS-CoV-2,Celltrion
2460,,BD
2461,COVID-19 Vaccine,"Sanofi, GSK"
2462,,B. Braun
2463,Vutrisiran,Alnylam
2464,"CALQUENCE, Acalabrutinib",AstraZeneca
2465,,Boehringer Ingelheim
2466,,Sosei Heptares
2467,"ONTRUZANT, Trastuzumab, HERCEPTIN",Merck
2468,,Ortho Clinical Diagnostic
2469,,Abbott
2470,,"GE Healthcare, Microsoft Exploit"
2471,,"Vanda, UW Medicine"
2472,"BRAFTOVI, Encorafenib",Qiagen
2473,NVX-CoV2373,Novavax
2474,COVID-19 Vaccine,"Dynavax, Sinovac"
2475,REGN-EB3,Regeneron
2476,,"Sanofi, Luminostics"
2477,,Roche
2478,Moderna,BARDA
2479,Surufatinib,Hutchison China Chi-Med
2480,,1Health
2481,SARS-CoV-2 vaccine,Sinovac
2482,Hydroxychloroquine,Novartis
2483,"OCREVUS, Ocrelizumab",Roche
2484,"Jakafi, Ruxolitinib",Incyte
2485,,Fosun Pharma
2486,"NEXLETOL, NEXLIZET, Bempedoic acid, Ezetimibe","Otsuka, Esperion"
2487,"ULTOMIRIS, Ravulizumab-cwvz",Alexion
2488,"RHB-107, Upamostat, WX-671","RedHill Biopharma, NIAID (NIH)"
2489,"CUE-101, KEYTRUDA, Pembrolizumab","Cue, Merck"
2490,,Roche
2491," Veyonda, Idronoxil",Noxopharm
2492,,"Sangamo, Mogrify"
2493,"MAYZENT, Siponimod",Novartis
2494,"Chloroquine, Azithromycin, interferon beta-1b","Bayer, PHRI"
2495,,"Gilead,Kite Pharma,oNKo-innate"
2496,"KYMRIAH, Tisagenlecleucel",Novartis
2497,,Hope Biosciences
2498,,"Pfizer, BioNTech"
2499,,"Sobi, Florio GmbH"
2500,VLA 2001,"Valneva, Dynavax"
2501,,"Mylan, Pfizer, Upjohn"
2502,"FARXIGA, Dapagliflozin","AstraZeneca, Saint Luke’s Hospital"
2503,,LabCorp
2504,,Mobidiag
2505,TD-0903,Theravance Biopharma
2506,COVID-19 Vaccine,"Janssen Pharmaceuticals, Emergent BioSolutions"
2507,"Keytruda,pembrolizumab",Merck
2508,LYNPARZA,"AstraZeneca, MSD Merck, Sharp & Dohme"
2509,,"Takeda, Orifarm Group (Habico Holding)"
2510,"MENQUADFI, Meningococcal, MenACWY","Sanofi, Luminostics"
2511,"Lonodelestat, POL-6014","Santhera, Cold Spring Harbor Laboratory"
2512,"SIMPONI ARIA, Golimumab",Janssen Pharmaceuticals
2513,Satralizumab,Chugai
2514,KEVZARA,"Regeneron, Sanofi"
2515,,Capital Health
2516,,"Merck, ISB"
2517,Risdiplam,"Roche, PTC"
2518,COVID-19 Vaccine,"CEPI, Clover Biopharmaceuticals"
2519,"Mobocertinib, TAK-788",Takeda
2520,,Abbott
2521,mRNA-1273,Moderna
2522,"FULPHILA, Pegfilgrastim","Biocon, Mylan"
2523,"USAMRIID, Sarepta",Sarepta
2524,"Cosentyx, Secukinumab",Novartis
2525,BNT162,"BioNTech, Pfizer "
2526,,"Astellas, Wyss Institute for Biologically Inspired Engineering at Harvard University"
2527,Canakinumab,Novartis
2528,"KEYTRUDA, Pembrolizumab",Merck
2529,Vaccine,"Catalent,Johnson & Johnson"
2530,Remdesivir,Gilead
2531,ChAdOx1 nCoV-19,"AstraZeneca, Oxford University Hospitals NHS Foundation Trust"
2532,"ZEJULA, Niraparib",GSK
2533,TECHNETIUM TC 99M ALBUMIN AGGREGATED KIT,Curium
2534,Bemcentinib,BerGenBio
2535,"Triferic  AVNU, Ferric Pyrophosphate Citrate",Rockwell Medical
2536,,"MSD, Almac"
2537,VLA-15,"Pfizer, Valneva"
2538,mRNA-1273,"Moderna, Lonza"
2539,"Enerzair Breezhaler, QVM149, IND/GLY/MF",Novartis
2540,AVB-500,"WuXi, Aravive"
2541,Remdesivir,Gilead
2542,"BOTOX, OnabotulinumtoxinA","Revance Therapeutics, Mylan"
2543,Remdesivir,Gilead
2544,Elecsys,Roche
2545,"TRUXIMA, Rituximab","Teva, Celltrion"
2546,,"Eli Lilly, Junshi"
2547,"VIR-2703, ALN-COV","Vir Biotechnology, Alnylam"
2548,,"Alexion, Portola Pharmaceuticals"
2549,,Bio-Rad
2550,BNT-162,"Pfizer, BioNTech"
2551,,"NeoGenomics, Bayer"
2552,KEVZARA,Regeneron
2553,SARS-CoV-2 vaccine,"Bavarian Nordic, AdaptVac"
2554,"LIBTAYO, Cemiplimab","Sanofi, Regeneron"
2555,Rituximab,"AzarGen, iBio"
2556,CNSA-001,"PTC, Censa Pharmaceuticals"
2557,"TABRECTA, Capmatinib, INC-280","Novartis, Incyte"
2558,"Xlucane, Ranibizumab Biosimilar","Bausch + Lomb, Stada, Xbrane"
2559,"OTEZLA, Apremilast",Amgen
2560,LAU-7b,Laurent Pharmaceuticals
2561,Tocilizumab biosimilar,"Gedeon Richter, Mycenax"
2562,"HLX-02, Trastuzumab",Henlius
2563,"HLX13, Ipilimumab Biosimilar",Henlius
2564,"Xlucane, Ranibizumab Biosimilar",Xbrane
2565,"VEKLURY,remdesivir",Gilead
2566,Insulin Aspart,Sanofi
2567,"GIVLAARI, Givosiran sodium",Alnylam
2568,,"Iktos, SRI"
2569,Ponesimod,Janssen Pharmaceuticals
2570,,"Vir Biotechnology, Alnylam"
2571,"AGN-151587, EDIT-101","Allergan, Editas Medicine"
2572,,"FDA, US FTC"
2573,,FDA
2574,DI-Leu16-IL2,"Alopexx, Shenogen Pharma Group"
2575,"ACTEMRA, Tocilizumab biosimilar",Roche
2576,,"Insud, mAbxience"
2577,,"Zuellig, Alliance Pharma"
2578,,FDA
2579,COVID-19 Vaccine,Heat Biologics
2580,,Baysient
2581,,"Novartis, Orionis Biosciences"
2582,Saroglitazar,Zydus
2583,DURYSTA,Allergan
2584,"IMFINZI, Tremelimumab",AstraZeneca
2585,,"Mount Sinai Hospital, Harbour BioMed"
2586,BPN-14770,"Tetra Therapeutics, Shionogi"
2587,"ISTURISA, Osilodrostat phosphate",Novartis
2588,"Maviret,glecaprevir,pibrentasvir",AbbVie
2589,,"Zydus, XOMA"
2590,"EMPLICITI, Elotuzumab, REVLIMID, Lenalidomide, Dexamethasone",BMS
2591,Bevacizumab Biosimilar ,"Biocon, Mylan"
2592,"KALETRA, Aluvia, LOPINAVIR, RITONAVIR",AbbVie
2593,"CT-P17,Adalimumab Biosimilar",Celltrion
2594,,"ViiV Healthcare,UNC-Chapel Hill"
2595,"OFEV, Nintedanib",Boehringer Ingelheim
2596,FIASP,Novo Nordisk
2597,Vaccine,"A?Bora,GSK"
2598,,CEPI
2599,,Roche
2600,,"Bridge Biotherapeutics, Atomwise"
2601,JNJ-6372,Janssen Pharmaceuticals
2602,"NINLARO, Ixazomib",Takeda
2603,"OPDIVO, Nivolumab, YERVOY, Ipilimumab, Sorafenib",BMS
2604,,"Vir Biotechnology, NIH"
2605,"HLX14, Denosumab",Henlius
2606,"AJOVY, Fremanezumab",Teva
2607,"CALQUENCE, Acalabrutinib",AstraZeneca
2608,R21,"Novavax, Serum Institute of India"
2609,Selumetinib,AstraZeneca
2610,Olorofim,F2G
2611,"Venclyxto, Venetoclax",AbbVie
2612,,"Janssen Biotech, Brammer Bio (Thermo Fisher Scientific)"
2613,"ALIQOPA, Copanlisib",Bayer
2614,,"Merck, Eisai"
2615,"Capmatinib,INC-280",Novartis
2616,Nemolizumab,Chugai
2617,"TIBSOVO, Ivosidenib",Agios Pharmaceuticals
2618,,"AbCellera, Eli Lilly"
2619,,Roche
2620,Psilocybin,Usona Institute
2621,"Cediranib, LYNPARZA","AstraZeneca, MSD"
2622,"JARDIANCE, Empagliflozin","Boehringer Ingelheim, Eli Lilly"
2623,"BAVENCIO, CRT","Merck Serono (EMD Serono), Pfizer"
2624,TJM-2,I-Mab
2625,COVID-19 Vaccine,"J&J,Beth Israel Deaconess Medical Center"
2626,BNT-162,"Fosun Pharma, BioNTech"
2627,"Olumiant, Baricitinib","Eli Lilly, Incyte"
2628,,"Biogen, Vir Biotechnology"
2629,"KEVZARA, Sarilumab","Sanofi, Regeneron"
2630,"HERZUMA, Trastuzumab","Teva, Celltrion"
2631,BNT-162,"Pfizer, BioNTech"
2632,Concizumab,Novo Nordisk
2633,,"AcelRx, Tetraphase"
2634,"Imfinzi, Tremelimumab",AstraZeneca
2635,,"Alphabet, Verily"
2636,"NUCALA, Mepolizumab",GSK
2637,mRNA-1273,"NIH, KPWHRI"
2638,WP1122,"Moleculin Biotech, University of Texas Medical Branch"
2639,"Gefapixant, MK-7264",Merck & Co.
2640,,"Nuprobe, Qiagen"
2641,"KEVZARA, Sarilumab",RGC (Regeneron Pharmaceuticals Inc.)
2642,IDE-196 (IDEAYA) Binimetinib (Pfizer),"Ideaya, Pfizer"
2643,,"Samsung Biologics, APRINOIA"
2644,,"Juno (Celgene, BMS),Oxford Biomedica"
2645,"ACTEMRA, RoActemra",Roche
2646,"ZOLGENSMA,Onasemnogene abeparvovec-xioi",Novartis
2647,,"Eli Lilly, ISDH"
2648,"LYNPARZA,Olaparib",AstraZeneca
2649,Ibuprofen,WHO
2650,"Ponesimod, AUBAGIO, Teriflunomide",Janssen
2651,COVID-19 Vaccine,"CEPI, University of Hong Kong"
2652,"EPCLUSA,Sofosbuvir,Velpatasvir",Gilead
2653,,Abbott
2654,ibuprofen,FDA
2655,SARS-CoV-2 IgG Antibody test,Beijing Genomics Institute(BGI)
2656,,"MSD Merck, Sharp & Dohme, Dragonfly"
2657,"ENTYVIO,  Vedolizumab",Takeda
2658,,"Bayer, Curadev"
2659,,"Microsoft, Adaptive Biotechnologies"
2660,"STI-4398, Covidtrap Protein",Sorrento
2661,Self-testing diagnostic kit,Celltrion
2662,,"Takeda, Codexis"
2663,,Amgen
2664,"RoActemra,Tocilizumab","Roche,BARDA"
2665,,"Sorrento, SmartPharm Therapeutics"
2666,"ACTEMRA,Tocilizumab",Genentech
2667,QIAstat-Dx Test Kit,Qiagen
2668,,"Astellas, CytomX"
2669,,"Sorrento, Mabpharm"
2670,APEALEA,"Elevar (HLB), Oasmia"
2671,"AVT-02, Adalimumab Biosimilar","Alvotech,DKSH"
2672,"PROCYSBI, Cysteamine bitartrate", Horizon Therapeutics
2673,"ONTRUZANT, Trastuzumab biosimilar",Samsung Bioepis
2674,"TEPMETKO, Tepotinib",Merck KGaA
2675,,"AstraZeneca, Silence Therapeutics"
2676,"TWIRLA, Levonorgestrel, Ethinyl estradiol",Agile Therapeutics
2677,"NURTEC ODT, Rimegepant",Biohaven
2678,STI-6991,Sorrento
2679,"ANJESO, Meloxicam",Baudax Bio
2680,"NEXLIZET, Bempedoic acid, Ezetimibe",Esperion
2681,"Advil, ibuprofen, Acetaminophen","GSK, FDA"
2682,,"Vir Biotechnology, Xencor"
2683,"BARHEMSYS, Amisulpride, BYFAVO, Remimazolam",Acacia
2684,"LOKELMA, Sodium zirconium cyclosilicate",AstraZeneca
2685,,"Gates Foundation, Novartis, Consortium of Life Sciences"
2686,,PRA Health Sciences
2687,,"Boehringer Ingelheim, Saniona"
2688,"ZEPOSIA,Ozanimod, AVONEX",BMS
2689,"SARCLISA, Isatuximab",Sanofi
2690,,QuidelOrtho
2691,,Medopad
2692,,"Upjohn (Pfizer, Viatris), Mylan"
2693,SARS-CoV-2 mRNA Vaccine,"Sanofi, Translate Bio"
2694,"KEVZARA, Sarilumab","Sanofi, Regeneron"
2695,"NEPEXTO, Etanercept Biosimilar","Mylan, Lupin"
2696,"Durvalumab, IMFINZI, CISPLATIN, Carboplatin, Etoposide, CISPLATIN, Tremelimumab",AstraZeneca
2697,"TALTZ, Ixekizumab",Eli Lilly
2698,"ZEPOSIA, Ozanimod",BMS
2699,Vaccine,Johnson & Johnson
2700,,Abbott
2701,"Darolutamide, NUBEQA",Bayer
2702,"Hydroxychloroquine, Chloroquine",FDA
2703,LOKELMA,AstraZeneca
2704,,"Eli Lilly, Sitryx "
2705,,"Sorrento, University of Texas Medical Branch"
2706,Tezepelumab,"Amgen, AstraZeneca"
2707,,Vivus 
2708,,"Amgen, Astellas "
2709,,"Daiichi Sankyo, Ultragenyx"
2710,,Qiagen
2711,,"BD, BioMedomics"
2712,,"Merck, Pfizer, Eli Lilly"
2713,Naxitamab,Y-mAbs
2714,"Remdesivir, ACTEMRA, Tocilizumab, KEVZARA, Sarilumab","Gilead, Roche, Sanofi, Regeneron, FDA"
2715,mRNA-1273,Moderna
2716,,Takeda
2717,Otilimab,GSK
2718,"Remsima SC, Infliximab Biosimilar",Celltrion
2719,,Fitbit
2720,"Brazikumab, MEDI-2070","AstraZeneca, Allergan"
2721,COVI-SHIELD Antibody,"Sorrento, Mount Sinai Health"
2722,,"Regeneron, RGC, University of Colorado Anschutz Medical Campus"
2723,"RETEVMO, Selpercatinib",Eli Lilly
2724,"SARCLISA, Isatuximab, Carfilzomib, Pomalidomide, Dexamethasone",Sanofi
2725,ACT-709478,"Neurocrine Biosciences , Idorsia"
2726,"Lurbinectedin, PM1183","PharmaMar, MegaPharm"
2727,,"Novartis, Dyno Therapeutics"
2728,,Abbott
2729,,"GRYT Health, BMS"
2730,Remdesivir,Gilead
2731,mRNA-1273,Moderna
2732,"AVT-02, Adalimumab",Alvotech
2733,,"Skyhawk , MSD Merck, Sharp & Dohme"
2734,,"LifeScan, Noom"
2735,"Idecabtagene Vicleucel, bb2121","BMS, Bluebird bio"
2736,Sutimlimab-jome,Sanofi
2737,"Optune, Temozolomide","Novocure, ZaiLab"
2738,"Tiragolumab, Tecentriq, Atezolizumab",Roche
2739,"TYVYT, Sintilimab","Innovent Biologics,Eli Lilly"
2740,,"Boehringer Ingelheim, Northern Biologics"
2741,"TUKYSA, Tucatinib, Trastuzumab biosimilar, Capecitabine, Pertuzumab Biosimilar",Seagen (formerly Seattle Genetics)
2742,"TRODELVY, Sacituzumab govitecan",Immunomedic
2743,"JELMYTO, Mitomycin ",UroGen
2744,"PEMAZYRE, Pemigatinib",Incyte
2745,COVID-19 Vaccine,Sanofi
2746,,Roche
2747,TAK-733,"Recursion, Takeda"
2748,"Trastuzumab biosimilar, ONTRUZANT, HERCEPTIN",Samsung Bioepis
2749,JNJ-4528,Janssen Pharmaceuticals
2750,"ENHERTU, Trastuzumab deruxtecan","Daiichi Sankyo, AstraZeneca"
2751,"BEVESPI AEROSPHERE, Glycopyrronium, Formoterol fumarate, Budesonide",AstraZeneca
2752,Remdesivir,Gilead
2753,mRNA-1273,Moderna
2754,"TECENTRIQ, Atezolizumab",Roche
2755,"AUSTEDO, Deutetrabenazine",Teva
2756,"SB-11, Ranibizumab Biosimilar",Samsung Bioepis
2757,,"Roche, Vividion"
2758,"TYVYT,Sintilimab","Innovent Biologics,MD Anderson"
2759,"Zolgensma,onasemnogene abeparvovec",AveXis
2760,"Bevacizumab, Trastuzumab, Pegfilgrastim",Biocon 
2761,,Roche
2762,"ZOKINVY, Lonafarnib",Eiger
2763,"ADX-1612, ADX-629",Aldeyra Therapeutics
2764,Roxadusta,"Astellas, FibroGen"
2765,,"Apple, Google"
2766,ChAdOx1 nCoV-19,AstraZeneca
2767,,"Synlogic, AbbVie"
2768,Filgotinib,"Gilead,Galapagos"
2769,,"Roche, Stratos Genomics"
2770,"BENLYSTA, Belimumab","GSK, Samsung Biologics"
2771,"ENHERTU, Trastuzumab deruxtecan","Daiichi Sankyo, AstraZeneca"
2772,"Larotrectinib, Selitrectinib, BAY-2731954",Bayer
2773,Remdesivir,Gilead
2774,"Idecabtagene Vicleucel, bb-21217, CC-486",BMS
